,index,dissatisfaction_reason,Quarter,Submitted date,"What was the main purpose of your visit today? Please choose one option only. The list represents broad categories, and you may be asked to further specify the main reason why you visited today.",Approximately how often do you visit My Account?,Overall how satisfied were you with today's experience?,Which option did you choose to login to My Account?,Did/do you need to call the CRA to complete your visit/transaction today?,Are you:,I live in...,What is the highest level of education you have completed?,Would you be willing to indicate in which of the following age categories you belong?,What language do you speak most often at home?,Which of the following categories best describes your current employment status?,"Which of the following categories best represents your most recent annual household income, before taxes?",Are you an Aboriginal person?,Are you a person with a disability?,Are you a member of a visible minority group?,From what type of device did you access My Account today?,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Topic_final,Second_Topic,Third_Topic
2329,37859,I have been trying to fix my child custody status since Feb- it is a long process.,Q2,8/20/2018,Online mail,Once per month or more,Somewhat dissatisfied,,No,Female,New Brunswick,University graduate,35 to 49,English,Working full-time (35+ hours per week),"$20,000 to under $40,000",No,No,No,Desktop or laptop computer,5.0,0.7245000004768372,"find, tax, change, return, mail, try, month, send, need, year","['try', 'fix', 'child', 'custody', 'status', 'feb', 'long', 'process']",5.0,8.0,0.0
2330,37894,My 2017 Tax Return filed electronicly has still not been completed,Q2,8/20/2018,Tax returns,Once per month or more,Very dissatisfied,,No,Male,Ontario,University graduate,65 or older,English,Self-employed,"$120,000 and over",No,No,No,Desktop or laptop computer,5.0,0.814300000667572,"find, tax, change, return, mail, try, month, send, need, year","['tax', 'return', 'file', 'electronic', 'complete']",5.0,0.0,1.0
2331,37906,I can't access all my mail. It says I have 5 unread mail items but I can't access them.,Q2,8/20/2018,Benefits and tax credits information,Once per month or more,Very dissatisfied,,No,Female,Ontario,College/vocational/technical school,18 to 34,English,Not in the workforce,"Under $20,000",No,No,No,Desktop or laptop computer,4.0,0.4717000126838684,"information, account, date, look, available, access, wait, tell, instalment, get","['access', 'mail', 'says_unread', 'mail', 'item', 'access']",4.0,5.0,0.0
2332,37930,The laws relating to child tax benefits are sexist and discriminatory.,Q2,8/20/2018,Benefits and tax credits information,Once every 2 to 3 months,Very dissatisfied,,No,Male,British Columbia,Post-graduate degree,35 to 49,English,Working full-time (35+ hours per week),"$100,000 to under $120,000",No,No,No,Smartphone,5.0,0.41530001163482666,"find, tax, change, return, mail, try, month, send, need, year","['law', 'relate', 'child', 'tax', 'benefit', 'sexist', 'discriminatory']",5.0,3.0,1.0
2333,37965,A payment I made went to instalments instead of paying my assessment.  I would have liked to be able to transfer the funds online as I cannot get through on the phone.,Q2,8/20/2018,Online mail,Once or twice per year,Somewhat dissatisfied,,Yes,Female,Alberta,Post-graduate degree,35 to 49,English,Working full-time (35+ hours per week),"$120,000 and over",No,No,No,Desktop or laptop computer,8.0,0.3702000081539154,"update, payment, pay, online, credit, want, balance, check, owe, show","['payment', 'go', 'instalment', 'instead', 'pay', 'assessment', 'like', 'able', 'transfer', 'fund', 'online', 'phone']",8.0,3.0,4.0
2334,37972,"I received a letter from CRA regarding tax return review. I wanted to download a digital copy of that letter from my account to keep in my archive, but that letter was not available in ""View mail""...",Q2,8/20/2018,Tax returns,Once every 2 to 3 months,Somewhat dissatisfied,,No,Male,Ontario,Post-graduate degree,18 to 34,English,A student attending school full-time,"Under $20,000",No,No,No,Desktop or laptop computer,3.0,0.33809998631477356,"receive, document, site, submit, reassessment, login, email, go, option, letter","['receive', 'letter', 'tax', 'return', 'review', 'want', 'download', 'digital', 'copy', 'letter', 'account', 'archive', 'letter', 'available', 'view', 'mail']",3.0,5.0,4.0
2335,37988,There was no place to write down what my problem is.  The formal dispute area was not really appropriate for my question,Q2,8/20/2018,Tax returns,Once or twice per year,Somewhat dissatisfied,,Yes,Female,Manitoba,University graduate,65 or older,English,Retired,"$20,000 to under $40,000",No,No,No,Desktop or laptop computer,5.0,0.41110000014305115,"find, tax, change, return, mail, try, month, send, need, year","['place', 'write', 'problem', 'formal_dispute', 'area', 'appropriate', 'question']",5.0,0.0,4.0
2336,38008,trying to find out why my paper return submitted in early March  has not yet been processed.,Q2,8/21/2018,Other,Once per month or more,Somewhat dissatisfied,,No,Male,British Columbia,University graduate,65 or older,English,Retired,"$40,000 to under $60,000",No,Yes,No,Desktop or laptop computer,5.0,0.5634999871253967,"find, tax, change, return, mail, try, month, send, need, year","['try', 'find', 'paper', 'return', 'submit', 'early', 'march', 'process']",5.0,8.0,3.0
2337,38030,I could not locate where to go for answer  Tried phoning  message said to phone later,Q2,8/20/2018,Other,Once or twice per year,Somewhat dissatisfied,,Yes,Female,Alberta,University graduate,55 to 64,English,Retired,"$80,000 to under $100,000",No,No,No,Desktop or laptop computer,4.0,0.508899986743927,"information, account, date, look, available, access, wait, tell, instalment, get","['locate', 'answer', 'try', 'phone', 'message', 'say', 'phone', 'later']",4.0,0.0,13.0
2338,38037,I cannot view any statement of account and transactions.  Information that I should be able to see online is not.,Q2,8/20/2018,Accounts and payments,Once every 2 to 3 months,Very dissatisfied,,Yes,Female,British Columbia,Some university,50 to 54,English,Working full-time (35+ hours per week),"$40,000 to under $60,000",No,No,Prefer not to say,Desktop or laptop computer,4.0,0.633899986743927,"information, account, date, look, available, access, wait, tell, instalment, get","['view', 'statement', 'account', 'transaction', 'information', 'able', 'online']",4.0,8.0,5.0
2339,38043,My tax balances are not correct,Q2,8/20/2018,Accounts and payments,Once every 2 to 3 months,Somewhat dissatisfied,,No,Male,Alberta,University graduate,55 to 64,English,Working full-time (35+ hours per week),"$120,000 and over",No,No,No,Desktop or laptop computer,5.0,0.5178999900817871,"find, tax, change, return, mail, try, month, send, need, year","['tax', 'balance', 'correct']",5.0,8.0,0.0
2340,38064,"After initial login the site gave me an error message and told me to ""try again later"" Had to login again 5 hrs later.",Q2,8/20/2018,Accounts and payments,Once or twice per year,Somewhat dissatisfied,,No,Male,British Columbia,Post-graduate degree,65 or older,English,Retired,"$120,000 and over",No,No,No,Desktop or laptop computer,3.0,0.34130001068115234,"receive, document, site, submit, reassessment, login, email, go, option, letter","['initial', 'login', 'site', 'give', 'error_message', 'tell', 'try_later', 'login', 'hrs', 'later']",3.0,4.0,13.0
2341,38082,No reply regarding tax payment not being credited even though I have submitted bank statement showing you took the money,Q2,8/21/2018,Accounts and payments,Once per month or more,Very dissatisfied,,Yes,Female,British Columbia,Post-graduate degree,65 or older,English,Retired,"$80,000 to under $100,000",No,No,No,Desktop or laptop computer,5.0,0.40709999203681946,"find, tax, change, return, mail, try, month, send, need, year","['reply', 'tax', 'payment', 'credit', 'submit', 'bank', 'statement', 'showing', 'take', 'money']",5.0,8.0,3.0
2342,38084,I was told I would know by 08/20/18,Q2,8/21/2018,Other,Once per month or more,Somewhat dissatisfied,,No,Female,Manitoba,Grade school or less,65 or older,English,Retired,"$20,000 to under $40,000",No,Yes,No,Desktop or laptop computer,4.0,0.3571999967098236,"information, account, date, look, available, access, wait, tell, instalment, get","['tell', 'know', '08/20/18']",4.0,5.0,1.0
2343,38088,"I paid, sent note you ignored, no file update, burn in hell",Q2,8/21/2018,Other,Once per month or more,Very dissatisfied,,No,Female,Manitoba,College/vocational/technical school,55 to 64,English,Other,Prefer not to say,Yes,Yes,Prefer not to say,Desktop or laptop computer,8.0,0.41440001130104065,"update, payment, pay, online, credit, want, balance, check, owe, show","['pay', 'send', 'note', 'ignore', 'file', 'update', 'burn', 'hell']",8.0,5.0,13.0
2344,38094,"Still waiting for resolution of settlement of 2017 Income tax - final payment of amount owing by me for 2017 was paid by bank transfer on April 30, 2018 and still showing as owing. I should have a ref",Q2,8/21/2018,Accounts and payments,Once per month or more,Very dissatisfied,,Prefer not to say,Male,Saskatchewan,Some high school,65 or older,English,Retired,Prefer not to say,No,No,No,Desktop or laptop computer,8.0,0.5059999823570251,"update, payment, pay, online, credit, want, balance, check, owe, show","['wait', 'resolution', 'settlement', 'income', 'tax', 'final', 'payment', 'owe', 'pay', 'bank', 'transfer', 'april', 'show', 'owe', 'ref']",8.0,5.0,13.0
2345,38096,i have been waiting for many months (14) to have my re assessments. everything takes much too long and is frustrating.,Q2,8/21/2018,Tax returns,Once per month or more,Very dissatisfied,,Prefer not to say,Female,Ontario,College/vocational/technical school,65 or older,English,Retired,"$60,000 to under $80,000",No,No,No,Desktop or laptop computer,13.0,0.3452000021934509,"time, say, log, page, error, assessment, ask, work, add, thing","['wait', 'month', 'assessment', 'takes_long', 'frustrating']",13.0,4.0,5.0
2346,38098,CRA makes it too difficult to log in,Q2,8/21/2018,Online mail,Once or twice per year,Very dissatisfied,,No,Male,Quebec,Post-graduate degree,65 or older,English,Self-employed,Prefer not to say,No,No,No,Desktop or laptop computer,8.0,0.5178999900817871,"update, payment, pay, online, credit, want, balance, check, owe, show","['make', 'difficult', 'log']",8.0,13.0,0.0
2347,38100,Unable to find the amout for new applications for ccb,Q2,8/21/2018,Benefits and tax credits information,Once per month or more,Somewhat dissatisfied,,Prefer not to say,Prefer not to say,Alberta,High school graduate,18 to 34,English,Prefer not to say,"$120,000 and over",No,No,No,Smartphone,5.0,0.34529998898506165,"find, tax, change, return, mail, try, month, send, need, year","['unable', 'find', 'new', 'application', 'canada_child_benefit']",5.0,4.0,8.0
2348,38111,"I have been waiting since Jan 29, 2018 to have my reassessment balance deposited in my account",Q2,8/21/2018,Tax returns,Once per month or more,Very dissatisfied,,Yes,Female,Nova Scotia,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,4.0,0.34529998898506165,"information, account, date, look, available, access, wait, tell, instalment, get","['wait', 'jan', 'reassessment', 'balance', 'deposit', 'account']",4.0,8.0,3.0
2349,38114,I called numerous times to have my information updated-from July 2018 up until yesterday. I found out that there was a glitch on my file and the other times that I called to have my situation resolved,Q2,8/21/2018,Benefits and tax credits information,Once per month or more,Very dissatisfied,,Yes,Female,Ontario,College/vocational/technical school,18 to 34,English,Other,"$40,000 to under $60,000",No,No,Yes,Smartphone,8.0,0.30730000138282776,"update, payment, pay, online, credit, want, balance, check, owe, show","['call', 'numerous_times', 'information', 'update', 'july', 'yesterday', 'find', 'glitch', 'file', 'time', 'call', 'situation', 'resolve']",8.0,13.0,5.0
2350,38150,CONFUSION LOGGING IN TO PERSONAL OR BUSINESS ACCOUNT FILES,Q2,8/21/2018,Benefits and tax credits information,Once every 2 to 3 months,Somewhat dissatisfied,,No,Male,Ontario,Post-graduate degree,65 or older,English,Working full-time (35+ hours per week),"$60,000 to under $80,000",No,No,No,Desktop or laptop computer,13.0,0.511900007724762,"time, say, log, page, error, assessment, ask, work, add, thing","['confusion', 'log', 'personal', 'business', 'account', 'file']",13.0,4.0,5.0
2351,38152,delays in NOA is not acceptable,Q2,8/21/2018,Tax returns,Once per month or more,Very dissatisfied,,Yes,Male,Ontario,College/vocational/technical school,55 to 64,English,Working part-time (less than 35 hours per week),"$20,000 to under $40,000",No,No,No,Desktop or laptop computer,13.0,0.3571999967098236,"time, say, log, page, error, assessment, ask, work, add, thing","['delay', 'notice_assessment', 'acceptable']",13.0,8.0,1.0
2352,38157,"i have filed my returns since february 2018, my returns until now havent been assessed yet.",Q2,8/21/2018,Tax returns,Prefer not to say,Very dissatisfied,,No,Male,Ontario,Some university,50 to 54,English,Working full-time (35+ hours per week),"$40,000 to under $60,000",No,No,Prefer not to say,Desktop or laptop computer,5.0,0.614300012588501,"find, tax, change, return, mail, try, month, send, need, year","['file', 'return', 'february', 'return', 'ask']",5.0,13.0,0.0
2353,38181,Information viewed was very confusing with respect to account balance.,Q2,8/21/2018,Tax returns,Once per month or more,Somewhat dissatisfied,,No,Female,Ontario,Post-graduate degree,55 to 64,English,Retired,"$120,000 and over",No,No,No,Desktop or laptop computer,4.0,0.5117999911308289,"information, account, date, look, available, access, wait, tell, instalment, get","['information', 'view', 'confusing', 'respect', 'account', 'balance']",4.0,10.0,8.0
